artist_name,music,main_genre,release date,explicit track
Rauw Alejandro,Fantasias,pop,8/29/2019,0.0
Niall Horan,No Judgement,pop,,
Bad Bunny,<3,world,,
BLACKPINK,Bet You Wanna,pop,,
Pashanim,Airwaves,hip_hop,,
Lil Uzi Vert,Silly Watch,hip_hop,,
JhenÃ© Aiko,P*$$Y Fairy (OTW),rb_soul,,
Piso 21,MÃ¡s De La Una,pop,,
Taylor Swift,cowboy like me,pop,,
Lauv,Tattoos Together,pop,,
Royal & the Serpent,overwhelmed,hip_hop,,
Paul Woolford,Looking For Me,electronic,,
Bad Bunny,YO VISTO ASÃ,world,,
Dilsinho,Sogra,world,,
Ben&Ben,Sa Susunod na Habang Buhay,pop,,
Anitta,Me Gusta,pop,,
Luke Bryan,One Margarita,world,,
Taylor Swift,hoax,pop,,
Pop Smoke,Shake The Room,hip_hop,,
Taylor Swift,happiness,pop,,
ENHYPEN,Given-Taken,rock,,
Morat,Bajo La Mesa,pop,,
Flume,The Difference,electronic,,
Grupo Ensamble,Tus Jefes No Me Quieren,world,,
BTS,Stay,pop,,
The Weeknd,Faith,rb_soul,,
Morgan Wallen,Still Goin Down,world,,
Madism,Pumped Up Kicks,electronic,,
BTS,Your eyes tell,pop,,
The Weeknd,Hardest To Love,rb_soul,,
MC Hariel,MaÃ§Ã£ Verde,hip_hop,,
Taylor Swift,epiphany,pop,,
Will Paquin,Chandelier,indie,,
$NOT,Moon & Stars,electronic,,
BTS,Inner Child,pop,,
BTS,UGH!,pop,,
Ariana Grande,safety net,pop,,
Rauw Alejandro,De Cora <3,pop,,
Os BarÃµes Da Pisadinha,Basta VocÃª Me Ligar,world,,
Imanbek,Goodbye,electronic,,
Bring Me The Horizon,Parasite Eve,metal,,
Papu DJ,L-Gante: RKT SESSIONS #1,world,,
Playboi Carti,Stop Breathing,hip_hop,12/25/2020,1.0
girl in red,midnight love,pop,,
Bad Bunny,BAD CON NICKY,world,,
BTS,Dis-ease,pop,,
Reik,La Bella y la Bestia,,,
LiSA,ç,pop,,
Tayc,N'y pense plus,pop,6/19/2020,0.0
A Boogie Wit da Hoodie,Numbers,hip_hop,,
Taylor Swift,coney island,pop,,
Pritam,Mehrama,world,,
Lunay,La Cama (Remix),world,,
Rauw Alejandro,Enchule,pop,,
The Weeknd,Escape From LA,rb_soul,,
BTS,Fly To My Room,pop,,
The Weeknd,Alone Again,rb_soul,,
MatuÃª,777-666,rb_soul,,
Guilherme & Benuto,3 Batidas,world,,
Demi Lovato,I Love Me,pop,,
Lennon Stella,Summer Feelings,hip_hop,,
Chris Young,Famous Friends,world,11/20/2020,0.0
Lil Uzi Vert,Yessirskiii,hip_hop,,
The Weeknd,Too Late,rb_soul,,
The Kid LAROI,TELL ME WHY,hip_hop,,
Natanael Cano,Pacas Verdes,world,,
Chloe x Halle,Do It,rb_soul,,
Mac Miller,Circles,hip_hop,,
Juice WRLD,Titanic,hip_hop,,
Lil Durk,Still Trappin',hip_hop,,
Matheus & Kauan,LitrÃ£o,world,,
Taylor Swift,dorothea,pop,,
Sam Smith,My Oasis,pop,,
KAI,Mmmh,indie,,
Bazzi,Young & Alive,pop,,
Tame Impala,One More Hour,indie,,
Santa Fe Klan,AsÃ­ Soy,hip_hop,,
Pop Smoke,Imperfections (Interlude),hip_hop,,
ZAAC,Desce Pro Play (PA PA PA),,,
Dimitri Vegas & Like Mike,Say My Name,electronic,,
Kehlani,Toxic,pop,,
T3R Elemento,Ojitos de Miel,world,,
YoungBoy Never Broke Again,Kacey Talk,hip_hop,,
LuÃ­sa Sonza,MODO TURBO,hip_hop,,
BLACKPINK,You Never Know,pop,,
Ariana Grande,nasty,pop,,
Mavi Gri,AltÃ¼st OlmuÅum,pop,,
iann dior,Prospect,hip_hop,,
Lil Uzi Vert,Lo Mein,hip_hop,,
Duncan Laurence,Arcade,pop,3/7/2019,0.0
Pop Smoke,War,hip_hop,,
Cat Burns,go,pop,,
ZICO,Any song,electronic,,
YOASOBI,ãã«ã¸ãªã³,pop,,
Joji,Afterthought,pop,,
Dua Lipa,Cool,pop,,
Headie One,Ain't It Different,hip_hop,,
Christian Nodal,Nace Un Borracho,world,,
Selena Gomez,Feel Me,pop,,
BLANCO,Notti In Bianco,pop,,
SZA,The Other Side (from Trolls World Tour),pop,,
Matisse,Eres TÃº,pop,,
HARDY,GIVE HEAVEN SOME HELL,world,,
Timmy Trumpet,Mad World,electronic,,
FLETCHER,Bitter,hip_hop,,
Banda MS de Sergio LizÃ¡rraga,Cerrando Ciclos,world,,
Alok,Liberdade (Quando o Grave Bate Forte),electronic,,
Lil Yachty,Coffin,hip_hop,,
Ninho,Lettre Ã  une femme,hip_hop,,
Sheff G,Weight On Me,hip_hop,,
Tame Impala,Lost In Yesterday,indie,,
Lil Uzi Vert,Homecoming,hip_hop,,
Jowell & Randy,Anaranjado,world,,
Sebastian Yatra,TBT,pop,,
6ix9ine,TROLLZ,hip_hop,,
Alec Benjamin,Jesus in LA,hip_hop,,
Niack,Oh Juliana,hip_hop,,
Daddy Yankee,Definitivamente,hip_hop,,
Harnoor,Waalian,pop,,
Daddy Yankee,De Vuelta Pa' La Vuelta,hip_hop,12/10/2020,0.0
mgk,drunk face,,,
Cali Y El Dandee,Locura,pop,,
Bad Bunny,HOY COBRÃ,world,,
Eric Church,Hell Of A View,world,,
Myke Towers,RelaciÃ³n Rota,world,,
Leyla Blue,What A Shame,hip_hop,,
Nicki Minaj,Yikes,pop,,
Jeezy,Soul Survivor,hip_hop,,
Eminem,Those Kinda Nights,hip_hop,,
Juice WRLD,Can't Die,hip_hop,,
Morgan Wallen,Livinâ The Dream,world,,
Headie One,Only You Freestyle,hip_hop,,
The Weeknd,Scared To Live,rb_soul,,
Guilherme & Benuto,Pulei na Piscina,world,,
Faouzia,Minefields,hip_hop,11/5/2020,0.0
Tesher,Jalebi Baby,,11/13/2020,0.0
LuÃ­sa Sonza,BRABA,hip_hop,,
Jorge & Mateus,Lance Individual,world,,
DaBaby,PRACTICE,hip_hop,,
EVERGLOW,DUN DUN,pop,,
Khalid,Eleven,pop,,
Phoebe Bridgers,Kyoto,pop,,
Bring Me The Horizon,Teardrops,metal,,
Robin Schulz,Alane,electronic,,
CNCO,Tan Enamorados,pop,,
J. Cole,t h e . c l i m b . b a c k,hip_hop,,
Trevor Daniel,Past Life,hip_hop,,
Rod Wave,Rags2Riches,hip_hop,,
Cuco,Piel Canela,pop,,
El Taiger,La Historia,electronic,,
Lil Baby,Commercial,hip_hop,,
Jordan Davis,Almost Maybes,world,,
OneRepublic,Better Days,pop,,
Tame Impala,Is It True,indie,,
Anson Seabra,Walked Through Hell,hip_hop,,
KHEA,DÃ³nde EstÃ¡s,hip_hop,,
Bebe Rexha,"Baby, I'm Jealous",pop,,
Dilsinho,NÃ£o Vai Embora,world,,
ZAYN,Better,pop,,
Lady Gaga,911,pop,,
Jeeiph,Bonita,hip_hop,,
Juanfran,Como Llora,pop,,
OBOY,Cabeza,hip_hop,,
Bankrol Hayden,Brothers,hip_hop,,
Myke Towers,La Playa,world,4/9/2019,1.0
K-391,End of Time,electronic,,
Carin Leon,Si Tu Amor No Vuelve,world,,
GÃ¼neÅ,Dua,hip_hop,,
Taylor Swift,the lakes,pop,,
Crissin,Poblado,world,,
TarcÃ­sio do Acordeon,Meia Noite (VocÃª tem meu Whatsapp),world,,
Lauv,Fake,pop,,
Shablo,M' Manc (con Geolier & Sfera Ebbasta),hip_hop,,
Christian Nodal,Amor TÃ³xico,world,,
Lauv,Chasing Fire,pop,,
Joji,Ew,pop,,
Ovy On The Drums,Miedito o QuÃ©?,pop,,
Grupo Firme,Gracias (En Vivo),world,,
David Bisbal,Si TÃº La Quieres,pop,,
Soolking,MeleÄim,hip_hop,,
Ariana Grande,off the table,pop,,
Rels B,Me OlvidÃ© De Los 2,rb_soul,,
Dubdogz,Infinity,electronic,,
Daddy Yankee,Don Don,hip_hop,,
Hailee Steinfeld,Wrong Direction,pop,,
Steve Lacy,Uuuu,hip_hop,,
Because,BMW,world,,
Mac Miller,Surf,hip_hop,,
AnÄ±l Emre Daldal,M.,rock,,
Lee Brice,Memory I Don't Mess With,world,,
The Weeknd,Snowchild,rb_soul,,
Ty Dolla $ign,Ego Death,hip_hop,,
Carlos Rivera,100 AÃ±os,pop,,
Natanael Cano,Arriba,world,,
yama,æ¥ãåãã,,,
PARTYNEXTDOOR,LOYAL,rb_soul,,
Bryson Tiller,Outta Time,hip_hop,,
Trey Lewis,Dicked Down in Dallas,pop,,
Kidd Keo,Ma Vie,hip_hop,,
Yung Gravy,oops!,hip_hop,,
DUSTY LOCANE,ROLLIN N CONTROLLIN FREESTYLE,hip_hop,8/6/2020,1.0
Matheus & Kauan,Nem Doeu,world,,
Jorge & Mateus,Ranking,world,,
MC Du Black,Tudo Aconteceu,hip_hop,,
Phoebe Bridgers,I Know The End,pop,,
Eminem,You Gonâ Learn,hip_hop,,
VIZE,Thank You [Not So Bad],electronic,,
Juice WRLD,Fighting Demons,hip_hop,,
Tom Gregory,Fingertips,pop,,
Chico Rose,Somebody's Watching Me,electronic,,
Greeicy,Los Besos,pop,,
Kaleb J,It's Only Me,pop,,
Evdeki Saat,Uzunlar,pop,,
NOTD,I Don't Know Why,,,
Sech,La Luz,pop,,
Ingrid Andress,More Hearts Than Mine,world,,
Murilo Huff,Desejando Eu,world,,
1nonly,Shakira!,hip_hop,,
5 Seconds of Summer,Old Me,pop,,
KAROL G,Follow,world,,
Junior H,Atrapado en un SueÃ±o,world,,
Jonas Brothers,X,pop,,
Wisin,3G,hip_hop,,
Luke Combs,Cold As You,world,,
DaBaby,FIND MY WAY,hip_hop,,
MatuÃª,Ã Sal,rb_soul,,
Yolanda Be Cool,We No Speak Americano (Edit),electronic,,
Grupo Recluta,Se Fue La Pantera,world,,
Sleepy Hallow,Molly,hip_hop,,
J Balvin,Negro,world,,
Banda MS de Sergio LizÃ¡rraga,QuÃ© MaldiciÃ³n,world,,
Madison Beer,Baby,pop,,
Palak Muchhal,"Kaun Tujhe (From ""M.S.Dhoni",world,,
DaÃ°i Freyr,Think About Things,pop,,
Astrid S,It's Ok If You Forget Me,hip_hop,,
Dan + Shay,I Should Probably Go To Bed,world,,
KITSCHKRIEG,Standard,hip_hop,,
Rvfv,Yo No SÃ©,hip_hop,,
Agust D,People,hip_hop,,
Anuel AA,Narcos,world,,
Conan Gray,The Story,pop,,
Christian Nodal,AYAYAY!,world,,
Playboi Carti,Rockstar Made,hip_hop,,
Kim Dracula,Paparazzi,hip_hop,,
The Strokes,Selfless,rock,,
Jason Derulo,CoÃ±o,pop,,
Sam Hunt,Hard To Forget,world,,
C. Tangana,Nunca Estoy,world,,
Aya Nakamura,Jolie nana,electronic,,
Zack Tabudlo,Nangangamba,world,,
ALI,LOST IN PARADISE,,,
Sheff G,"No Suburban, Pt. 2",hip_hop,,
(G)I-DLE,Oh my god,pop,,
Rod Wave,Girl Of My Dreams,hip_hop,,
Residente,RenÃ©,hip_hop,,
Eminem,Higher,hip_hop,,
Sergi,Seguro Te Pierdo,,,
Douglas & Vinicius,Figurinha,world,,
Ernia,Superclassico,hip_hop,,
Princess Nokia,I Like Him,rb_soul,,
Polo G,Be Something,hip_hop,,
Erica Banks,Buss It,hip_hop,5/15/2020,1.0
Justin Bieber,Come Around Me,pop,,
John Legend,Conversations in the Dark,pop,,
Anuel AA,El Manual,world,,
Tevvez,Legend,electronic,,
Carlos Rivera,Perdiendo la Cabeza,pop,,
BTS,Outro : Ego,pop,,
Pascal Letoublon,Friendships (Lost My Love),,,
DUSTY LOCANE,ROLANDO (Caught In The Rain),hip_hop,,
Danna Paola,Sodio,pop,,
Tai Verdes,Stuck In The Middle,pop,5/29/2020,1.0
DJ Scheme,Blue Bills,hip_hop,,
Dustin Lynch,Ridinâ Roads,world,,
Los 2 de la S,Somos Los Que Somos,world,,
Jax Jones,i miss u,pop,,
Gaho,ìì,world,,
Dua Lipa,Good In Bed,pop,,
Gracie Abrams,21,hip_hop,,
Diplo,Dance with Me,pop,,
Joan Sebastian,Que Sea,world,,
Murda,Bi Sonraki HayatÄ±mda Gel,hip_hop,,
Cole Swindell,Single Saturday Night,world,,
Rei 6,Ah CanÄ±m Sevgilim,pop,,
Thomas Rhett,On Me,world,,
Lauv,Modern Loneliness,pop,,
Dynoro,Me Provocas,electronic,,
$uicideboy$,That Just Isn't Empirically Possible,hip_hop,,
Red Velvet,IRENE & SEULGI,pop,,
Conan Gray,Comfort Crowd,pop,,
NCT 127,Kick It,pop,,
Vaundy,Fukakoryoku,pop,,
Kawe,Mds,,,
Lil Tjay,Zoo York,hip_hop,,
Still Woozy,Window,pop,,
Apache 207,BlÃ¤ulich,hip_hop,,
Pink Sweat$,17,rb_soul,,
Tones And I,Bad Child,pop,,
Ana Mena,A Un Paso De La Luna,pop,,
Young Dolph,1 Scale,hip_hop,,
Hailee Steinfeld,I Love You's,pop,,
Joji,Your Man,pop,,
Reik,Poco,,,
Lauana Prado,Viva Voz,world,,
Tion Wayne,I Dunno,hip_hop,,
Future,Solitaires,hip_hop,,
Kehlani,Can I,pop,,
Lil Xxel,LMK,pop,,
DJ Ivis,Esquema Preferido,world,,
Dustin Lynch,Good Girl,world,,
CÃ³digo FN,Miami Vibe,world,,
Pop Smoke,Make It Rain,hip_hop,,
HIRAIDAI,"Stand by me, Stand by you.",pop,,
Junior H,Psicodelica,world,,
Juice WRLD,I Want It,hip_hop,,
Juice WRLD,Screw Juice,hip_hop,,
Mac Miller,Woods,hip_hop,,
Olamide,Infinity,world,,
Apache 207,Fame,hip_hop,,
Aimyon,Naked Heart,pop,,
Aitana,MÃ¡s De Lo Que ApostÃ©,pop,,
Logic,Perfect,hip_hop,,
Matheus & Kauan,Ã Problema,world,,
Yan Block,Vete Pal Carajo,hip_hop,,
Nicki Nicole,Colocao,hip_hop,,
Tate McRae,lie to me,pop,,
Chris Stapleton,Joy Of My Life,world,,
BIN,Saturno,,,
Clinton Kane,i don't want to watch the world end with someone else,hip_hop,,
Mario Judah,Die Very Rough,hip_hop,,
Alejandro FernÃ¡ndez,Te OlvidÃ©,pop,,
Eminem,Darkness,hip_hop,,
blackbear,queen of broken hearts,hip_hop,,
Lost Frequencies,Don't Leave Me Now,electronic,,
Naza,Joli bÃ©bÃ©,rock,,
Giveon,Still Your Best,rb_soul,,
Leebrian,No Fue,hip_hop,,
NIKI,Lose,rb_soul,,
Os BarÃµes Da Pisadinha,Amor da Despedida,world,,
LA Vision,Hollywood,,,
Rocco Hunt,A Un Passo Dalla Luna,pop,,
Britney Spears,Make Me...,pop,,
Pop Smoke,Mannequin,hip_hop,,
Moneybagg Yo,Said Sum,hip_hop,,
Junior H,Jueves 10,world,,
GFRIEND,MAGO,pop,,
Quinn XCII,Stacy,pop,,
Eric Land,Cidade Inteira,world,,
Alberto Y Roberto,Loco Tu Forma De Ser,world,,
Bad Bunny,MÃS DE UNA CITA,world,,
Gazzelle,Destri,pop,,
Nathan Dawe,Lighter,pop,,
Kari Jobe,The Blessing,other,,
Pop Smoke,Aim For The Moon,hip_hop,,
WhoHeem,Lets Link,hip_hop,,
Eminem,Unaccommodating,hip_hop,,
Dadju,Grand bain,hip_hop,,
21 Savage,Many Men,hip_hop,,
Lukas Graham,Share That Love,pop,,
Lee Brice,Soul,world,,
Jessi,NUNU NANA,,,
Bad Bunny,BENDICIONES,world,,
Jesse & Joy,MaÃ±ana Es Too Late,pop,,
Tyla Yaweh,High Right Now,hip_hop,,
Anuel AA,Jangueo,world,,
Lil Skies,Havin My Way,hip_hop,,
The Weeknd,Missed You,rb_soul,,
Alec Benjamin,Must Have Been The Wind,hip_hop,,
AJ Tracey,Dinner Guest,hip_hop,,
Marca MP,Mil Gracias Por Existir,world,,
LUM!X,The Passenger (LaLaLa) [feat. MOKABY],hip_hop,,
City Girls,Kitty Talk,hip_hop,,
Selena Gomez,Boyfriend,pop,,
Jonasu,Black Magic,electronic,,
Declan J Donovan,Perfectly Imperfect,pop,,
La Adictiva,Escondidos,world,,
$uicideboy$,Putrid Pride,hip_hop,,
Yves V,Not So Bad,electronic,,
Bad Bunny,P FKN R,world,,
Conan Gray,The Cut That Always Bleeds,pop,,
Lil Uzi Vert,Bean (Kobe) [feat. Chief Keef],hip_hop,,
MC Hariel,IlusÃ£o (CracolÃ¢ndia),hip_hop,,
Future,Too Comfortable,hip_hop,,
Eminem,Gnat,hip_hop,,
Barbara Pravi,VoilÃ ,pop,,
Arijit Singh,Thodi Jagah,world,,
Ãlvaro De Luna,Juramento eterno de sal,pop,,
Ryokuoushoku Shakai,Mela!,pop,,
Dua Lipa,Boys Will Be Boys,pop,,
LANY,if this is the last time,pop,,
Mac Miller,Hand Me Downs,hip_hop,,
The Neighbourhood,Devil's Advocate,rock,,
Anuel AA,FÃºtbol & Rumba,world,,
Mc JacareÌ,Comprei um LanÃ§a,world,,
Dalex,Mejor,rb_soul,,
1nonly,Bunny Girl,hip_hop,,
tobi lou,2hrs,hip_hop,,
Giveon,Favorite Mistake,rb_soul,,
Playboi Carti,On That Time,hip_hop,,
Hatik,Angela,hip_hop,,
R3HAB,Creep,electronic,,
EVERGLOW,LA DI DA,pop,,
BTS,Interlude : Shadow,pop,,
Glass Animals,Tangerine,indie,,
Bruno & Marrone,Ãltimo Beijo,world,,
Taylor Swift,closure,pop,,
Vitor Fernandes,Acaso,world,,
Lil Uzi Vert,Prices,hip_hop,,
Lil God Dan,MARCELINE,hip_hop,,
JC Reyes,34 Amor y Mafia,world,,
G-Eazy,Moana,pop,,
LIZOT,Weekend,electronic,,
Jay Wheeler,Cuando Fue,world,,
Alec Benjamin,Mind Is A Prison,hip_hop,,
MisterWives,SUPERBLOOM,pop,,
Lil Yachty,Flex Up,hip_hop,,
Kygo,Forever Yours,electronic,,
Lewis Capaldi,Someone You Loved,pop,11/8/2018,0.0
Post Malone,Sunflower,hip_hop,,
Post Malone,rockstar,hip_hop,,
Billie Eilish,lovely,pop,,
Juice WRLD,Lucid Dreams,hip_hop,5/4/2018,1.0
Drake,God's Plan,hip_hop,1/20/2018,1.0
Lady Gaga,Shallow,pop,9/27/2018,0.0
Ariana Grande,7 rings,pop,1/18/2019,1.0
XXXTENTACION,SAD!,hip_hop,3/2/2018,1.0
Calvin Harris,One Kiss,pop,,
Marshmello,Happier,electronic,8/16/2018,0.0
Travis Scott,SICKO MODE,hip_hop,8/3/2018,1.0
Halsey,Without Me,pop,10/4/2018,1.0
Post Malone,Better Now,hip_hop,4/27/2018,1.0
Post Malone,Better Now,hip_hop,4/27/2018,0.0
XXXTENTACION,Moonlight,hip_hop,3/16/2018,1.0
Ariana Grande,"thank u, next",pop,11/3/2018,1.0
The Weeknd,Call Out My Name,rb_soul,3/29/2018,0.0
Charlie Puth,Attention,pop,4/20/2017,0.0
5 Seconds of Summer,Youngblood,pop,4/12/2018,0.0
Dean Lewis,Be Alright,pop,6/29/2018,1.0
benny blanco,Eastside,pop,,
Alec Benjamin,Let Me Down Slowly,hip_hop,5/25/2018,0.0
Kendrick Lamar,All The Stars,hip_hop,,
Maroon 5,Girls Like You,pop,11/3/2017,1.0
Juice WRLD,All Girls Are The Same,hip_hop,4/13/2018,1.0
Cardi B,I Like It,pop,4/6/2018,1.0
Panic! At The Disco,High Hopes,pop,5/23/2018,0.0
DJ Snake,Taki Taki,pop,,
Anne-Marie,2002,pop,1/1/2015,0.0
Anne-Marie,2002,pop,7/20/2018,0.0
Post Malone,Psycho,hip_hop,2/23/2018,1.0
Zedd,The Middle,electronic,1/23/2018,0.0
Lil Baby,Drip Too Hard (Lil Baby & Gunna),hip_hop,9/12/2018,1.0
XXXTENTACION,Hope,hip_hop,3/16/2018,1.0
Dynoro,In My Mind,electronic,11/15/2017,0.0
Travis Scott,BUTTERFLY EFFECT,hip_hop,1/1/2017,0.0
Marshmello,FRIENDS,electronic,1/1/2015,1.0
Drake,In My Feelings,hip_hop,6/29/2018,1.0
Khalid,Better,pop,9/14/2018,0.0
XXXTENTACION,changes,hip_hop,3/2/2018,0.0
Tyga,Taste,hip_hop,,
Ariana Grande,no tears left to cry,pop,4/20/2018,0.0
Bad Bunny,MIA,world,,
Joji,SLOW DANCING IN THE DARK,pop,9/12/2018,1.0
Lady Gaga,Always Remember Us This Way,pop,10/5/2018,0.0
Drake,Nice For What,hip_hop,4/6/2018,1.0
Imagine Dragons,Natural,rock,7/17/2018,0.0
Calum Scott,Dancing On My Own,pop,3/11/2016,0.0
Meek Mill,Going Bad,hip_hop,,
Lil Peep,Falling Down,hip_hop,,
Nio Garcia,Te BotÃ©,world,,
Pedro CapÃ³,Calma,pop,,
Drake,Nonstop,hip_hop,6/29/2018,1.0
Lil Baby,Yes Indeed,hip_hop,5/15/2018,1.0
Kodak Black,ZEZE,hip_hop,,
Imagine Dragons,Bad Liar,rock,11/6/2018,0.0
Selena Gomez,Back To You,pop,,
Ariana Grande,God is a woman,pop,7/13/2018,1.0
girl in red,we fell in love in october,pop,1/1/2018,0.0
Sheck Wes,Mo Bamba,pop,9/19/2017,1.0
YNW Melly,Murder on My Mind,hip_hop,,
Calum Scott,You Are The Reason,pop,11/17/2017,0.0
Bazzi,Mine,pop,,
Clean Bandit,Solo,pop,,
Calvin Harris,Promises,pop,,
Post Malone,Candy Paint,hip_hop,,
The Weeknd,I Was Never There,rb_soul,3/29/2018,0.0
Kina,Get You The Moon,,,
Gucci Mane,Wake Up in the Sky,hip_hop,9/14/2018,1.0
Dominic Fike,3 Nights,pop,10/16/2018,0.0
BlocBoy JB,Look Alive,hip_hop,,
Ariana Grande,"break up with your girlfriend, i'm bored",pop,2/8/2019,1.0
The Neighbourhood,Softcore,rock,3/9/2018,0.0
XXXTENTACION,the remedy for a broken heart (why am I so in love),hip_hop,3/16/2018,1.0
21 Savage,a lot,hip_hop,12/21/2018,1.0
Mark Ronson,Nothing Breaks Like a Heart,pop,,
Sia,Snowman,pop,11/9/2017,0.0
Maroon 5,Don't Wanna Know,pop,,
George Ezra,Shotgun,pop,3/23/2018,0.0
Khalid,Love Lies,pop,,
Metro Boomin,Space Cadet,hip_hop,,
Paulo Londra,Adan y Eva,hip_hop,11/5/2018,0.0
Bad Bunny,Si EstuviÃ©semos Juntos,world,,
Shawn Mendes,In My Blood,pop,,
Juice WRLD,Lean Wit Me,hip_hop,5/22/2018,1.0
James Arthur,Rewrite The Stars,pop,,
Jonas Blue,Rise,pop,5/25/2018,0.0
TiÃ«sto,Jackie Chan,electronic,,
Luke Combs,Beautiful Crazy,world,5/4/2018,0.0
Morgan Wallen,Whiskey Glasses,world,7/29/2016,0.0
Jeremy Zucker,comethru,hip_hop,9/7/2018,0.0
Anuel AA,Amanece,world,12/14/2018,0.0
A Boogie Wit da Hoodie,Swervin,hip_hop,,
BTS,FAKE LOVE,pop,8/24/2018,0.0
Eminem,Venom,hip_hop,,
Juice WRLD,Armed And Dangerous,hip_hop,5/23/2018,1.0
Anuel AA,Ella Quiere Beber,world,,
Becky G,Sin Pijama,pop,4/20/2018,0.0
Shawn Mendes,Lost In Japan,pop,,
A Boogie Wit da Hoodie,Look Back at It,hip_hop,,
Migos,Walk It Talk It,hip_hop,1/26/2018,1.0
6ix9ine,FEFE,hip_hop,,
Mitski,Washing Machine Heart,indie,8/17/2018,0.0
Piso 21,Te Vi,pop,6/1/2018,0.0
Mau y Ricky,Desconocidos,pop,10/12/2018,1.0
Lukas Graham,Love Someone,pop,9/7/2018,0.0
Travis Scott,STARGAZING,hip_hop,8/3/2018,1.0
Khalid,Saturday Nights,pop,,
Bazzi,Beautiful,pop,,
Lil Mosey,Noticed,hip_hop,7/20/2018,1.0
Eminem,Lucky You,hip_hop,,
Joji,YEAH RIGHT,pop,5/8/2018,1.0
Maroon 5,Cold,pop,,
Sam Smith,Fire On Fire,pop,12/21/2018,0.0
BLACKPINK,DDU-DU DDU-DU,pop,6/15/2018,0.0
John Mayer,New Light,rock,,
Kanye West,I Love It (& Lil Pump),hip_hop,9/6/2018,1.0
Mac Miller,Self Care,hip_hop,7/13/2018,1.0
Playboi Carti,Shoota,hip_hop,,
Charlie Puth,How Long,pop,,
Troye Sivan,Strawberries & Cigarettes,pop,,
Migos,Stir Fry,hip_hop,12/20/2017,1.0
Juice WRLD,Legends,hip_hop,6/22/2018,1.0
Bebe Rexha,I'm a Mess,pop,6/15/2018,0.0
Lil Dicky,Freaky Friday,hip_hop,,
Lil Baby,Pure Cocaine,hip_hop,11/30/2018,1.0
21 Savage,ball w/o you,hip_hop,12/21/2018,1.0
SofÃ­a Reyes,"1, 2, 3",pop,,
grandson,Blood // Water,rock,10/27/2017,0.0
Daddy Yankee,Dura,hip_hop,1/18/2018,0.0
Bad Bunny,Amorfoda,world,2/15/2018,0.0
MGMT,Little Dark Age,rock,10/17/2017,0.0
A$AP Rocky,Sundress,hip_hop,11/20/2018,1.0
Flipp Dinero,Leave Me Alone,hip_hop,3/14/2018,1.0
Rich The Kid,Plug Walk,hip_hop,2/8/2018,1.0
Travis Scott,YOSEMITE,hip_hop,8/3/2018,1.0
Dua Lipa,Kiss and Make Up,pop,,
Metro Boomin,10 Freaky Girls,hip_hop,,
Summer Walker,Girls Need Love,rb_soul,,
David Guetta,Flames,electronic,,
Kina,Can We Kiss Forever?,,8/31/2018,0.0
Morat,Cuando Nadie Ve,pop,6/8/2018,0.0
Ariana Grande,breathin,pop,8/17/2018,1.0
The Neighbourhood,You Get Me So High,rock,,
JENNIE,SOLO,pop,11/12/2018,0.0
Juice WRLD,Wasted,hip_hop,,
Morgan Wallen,Chasin' You,world,4/27/2018,0.0
Paulo Londra,Nena MaldiciÃ³n,hip_hop,,
Travis Scott,CAN'T SAY,hip_hop,8/3/2018,1.0
The Chainsmokers,This Feeling,pop,,
Khalid,OTW,pop,4/20/2018,1.0
Ellie Goulding,Close To Me,electronic,,
Silk City,Electricity,electronic,,
Luke Combs,She Got the Best of Me,world,6/1/2018,0.0
David Guetta,Say My Name,electronic,,
Piso 21,Pa' Olvidarme De Ella,pop,,
Kali Uchis,After The Storm,pop,,
Dan + Shay,Tequila,world,1/10/2018,0.0
Zion & Lennox,La player (Bandolera),world,2/23/2018,0.0
Kanye West,Violent Crimes,hip_hop,,
Alan Walker,Darkside,electronic,7/27/2018,0.0
Jay Rock,King's Dead,hip_hop,,
Cosculluela,Madura,hip_hop,,
DJ Khaled,No Brainer,hip_hop,,
Maluma,CorazÃ³n,pop,,
Ed Maverick,Fuentes de Ortiz,indie,3/2/2018,1.0
Post Malone,Stay,hip_hop,,
Becky G,Cuando Te BesÃ©,pop,,
Childish Gambino,This Is America,hip_hop,,
Migos,MotorSport,hip_hop,10/27/2017,1.0
XXXTENTACION,Arms Around You,hip_hop,,
BTS,Euphoria,pop,,
6ix9ine,BEBE,hip_hop,,
J Balvin,No Es Justo,world,5/11/2018,0.0
Cardi B,Money,pop,10/23/2018,1.0
Kygo,Born To Be Yours,electronic,,
Ski Mask The Slump God,Faucet Failure,hip_hop,11/30/2018,1.0
Beach Bunny,Prom Queen,metal,,
Trippie Redd,Taking A Walk,hip_hop,,
King Princess,1950,hip_hop,,
Zara Larsson,Ruin My Life,pop,,
Ozuna,Solita,pop,,
Julia Michaels,Heaven,pop,,
Sebastian Yatra,No Hay Nadie MÃ¡s,pop,,
Super Yei,La Forma en Que Me Miras,world,8/4/2018,0.0
The Neighbourhood,Reflections,rock,,
Lauren Daigle,You Say,other,7/13/2018,0.0
XXXTENTACION,BAD!,hip_hop,,
Brent Faiyaz,Trust,rb_soul,10/19/2018,1.0
Logic,Everyday,hip_hop,,
Morat,No Se Va,pop,,
AminÃ©,REEL IT IN,pop,,
Alec Benjamin,Water Fountain,hip_hop,,
FISHER,Losing It,electronic,7/13/2018,0.0
